use_no,prodno,chem_code,prodchem_pct,lbs_chm_used,lbs_prd_used,amt_prd_used,unit_of_meas,acre_planted,unit_planted,acre_treated,unit_treated,applic_cnt,applic_dt,applic_time,county_cd,base_ln_mer,township,tship_dir,range,range_dir,section,site_loc_id,grower_id,license_no,planting_seq,aer_gnd_ind,site_code,qualify_cd,batch_no,document_no,summary_cd,record_id,comtrs,error_flag
4102498,64175,2321,6.4,.0004224,.0066,.1,OZ,,,,,,11/01/2017,,14,,,,,,,"","","PR5498",,,10,0,1403,206,1,C,,
4102784,58635,5820,48.7,2.758368,5.664,64,OZ,,,,,,05/01/2017,,14,,,,,,,"","14171400313","",,,40,0,1403,21,1,C,,
4102826,58635,5820,48.7,.86199,1.77,20,OZ,,,,,,07/01/2017,,14,,,,,,,"","","39185",,,30,0,1403,68,8,C,,
1224711,53040,92739,3,.035052,1.1684,20,OZ,,,,,,04/01/2017,,14,,,,,,,"","14171400085","",,,30,0,1401,55,2,C,,
768245,53040,92739,3,.035052,1.1684,20,OZ,,,,,1,04/01/2017,,14,,,,,,,"","","122663",,,30,20,1402,594,2,C,,
768233,53134,2093,.4,.0144348,3.6087,56,OZ,,,,,4,03/01/2017,,14,,,,,,,"","","PR6601",,,10,0,1402,309,5,C,,
4103094,49225,,,,22.0745,2.65,GA,40,A,21.2,A,1,07/24/2017,1600,14,M,09,S,34,E,20,"BP40","14171400015","",,G,14013,0,1401,18,2,A,14M09S34E20,
4103098,49225,,,,22.0745,2.65,GA,40,A,21.2,A,1,08/05/2017,1700,14,M,09,S,34,E,20,"BP40","14171400015","",,G,14013,0,1401,22,2,A,14M09S34E20,
4103100,49225,,,,166.6,20,GA,160,A,160,A,1,08/09/2017,1600,14,M,09,S,34,E,21,"BP 160","14171400015","",,G,14013,0,1401,24,2,A,14M09S34E21,
4103102,49225,,,,22.0745,2.65,GA,40,A,21.2,A,1,08/09/2017,1600,14,M,09,S,34,E,20,"BP40","14171400015","",,G,14013,0,1401,26,2,A,14M09S34E20,
4102583,50121,225,.005,.00125,25,25,LB,,,,,2,09/01/2017,,14,,,,,,,"","","139501",,,40,0,1403,493,1,C,,
4102667,55149,5928,40.6,.451878,1.113,15,OZ,,,,,2,06/01/2017,,14,,,,,,,"","","139501",,,100,0,1403,378,3,C,,
4102695,55149,5928,40.6,7.531503,18.5505,250,OZ,,,,,3,07/01/2017,,14,,,,,,,"","","139501",,,100,0,1403,398,2,C,,
4102929,55149,5928,40.6,10.3031026,25.3771,342,OZ,,,,,,05/01/2017,,14,,,,,,,"","","00000CALTRANS",,,40,0,1403,166,4,C,,
4102881,67108,5822,.25,.010625,4.25,68,OZ,,,,,,09/01/2017,,14,,,,,,,"","","PR6688",,,10,0,1403,101,1,C,,X
1224735,56944,769,99,.495,.5,8,OZ,,,,,2,05/01/2017,,14,,,,,,,"","","PR848",,,10,0,1401,79,3,C,,
4102659,49320,3956,10,.175,1.75,28,OZ,,,,,5,06/01/2017,,14,,,,,,,"","","PR848",,,10,0,1403,370,11,C,,
768205,49849,3995,9.1,.3252522,3.5742,52,OZ,,,,,,01/01/2017,,14,,,,,,,"","","39431",,,10,0,1402,281,8,C,,
768208,49849,3995,9.1,.0062517,.0687,1,OZ,,,,,2,01/01/2017,,14,,,,,,,"","","PR7105",,,10,0,1402,284,2,C,,
4102510,49849,3995,9.1,.0037492,.0412,.6,OZ,,,,,,12/01/2017,,14,,,,,,,"","","PR7105",,,10,0,1403,218,2,C,,
4102706,49849,3995,9.1,.0137592,.1512,2.2,OZ,,,,,3,07/01/2017,,14,,,,,,,"","","PR848",,,10,0,1403,409,12,C,,
4102730,66124,2297,9.7,.0308266,.3178,4.72,OZ,,,,,17,08/01/2017,,14,,,,,,,"","","PR848",,,10,0,1403,433,5,C,,
4102699,66124,2297,9.7,.0341537,.3521,5.23,OZ,,,,,40,07/01/2017,,14,,,,,,,"","","PR848",,,10,0,1403,402,5,C,,
768185,55424,5331,.6,.0007278,.1213,55,GR,,,,,9,02/01/2017,,14,,,,,,,"","","PR848",,,10,0,1402,542,2,C,,
4102690,67219,79,5.4,.0028134,.0521,.66,OZ,,,,,2,07/01/2017,,14,,,,,,,"","","PR7268",,,10,0,1403,393,5,C,,
4102553,65446,5331,.1,.001609,1.609,20,OZ,,,,,,09/01/2017,,14,,,,,,,"","","39431",,,10,0,1403,240,10,C,,
768152,48747,3938,21.45,.001287,.006,.08,OZ,,,,,1,04/01/2017,,14,,,,,,,"","","PR7268",,,10,0,1402,575,2,C,,
4102841,48187,2297,.05,.00270725,5.4145,106,OZ,,,,,,09/01/2017,,14,,,,,,,"","","PR6688",,,10,0,1403,105,5,C,,
4102533,54279,2300,7.9,.3522768,4.4592,66,OZ,,,,,,09/01/2017,,14,,,,,,,"","","37264",,,10,0,1403,257,3,C,,
4102864,56400,225,.005,.000025,.5,8,OZ,,,,,,07/01/2017,,14,,,,,,,"","","37264",,,30,0,1403,85,7,C,,
4102890,60189,2203,1,.19,19,304,OZ,,,,,,08/01/2017,,14,,,,,,,"","","PR6688",,,10,0,1403,127,6,C,,X
4102488,50441,2008,36.8,1.1899648,3.2336,47.86,OZ,,,,,,10/01/2017,,14,,,,,,,"","","PR7105",,,10,0,1403,196,1,C,,
4102492,50523,3956,11.8,.0243316,.2062,3,OZ,,,,,,11/01/2017,,14,,,,,,,"","","37264",,,10,0,1403,200,7,C,,
4102582,50523,3956,11.8,.0020296,.0172,.25,OZ,,,,,8,10/01/2017,,14,,,,,,,"","","39162",,,10,0,1403,492,2,C,,
4102712,50523,3956,11.8,.0026786,.0227,.33,OZ,,,,,12,07/01/2017,,14,,,,,,,"","","PR6579",,,10,0,1403,415,2,C,,
4102755,50523,3956,11.8,.0004366,.0037,.054,OZ,,,,,2,09/01/2017,,14,,,,,,,"","","PR848",,,10,0,1403,458,9,C,,
4103099,66168,229,37.3,149.1651618,399.9066,40,GA,160,A,160,A,1,08/09/2017,1600,14,M,09,S,34,E,21,"BP 160","14171400015","",,G,14013,0,1401,23,1,A,14M09S34E21,
4102501,66584,4014,.0025,.00066875,26.75,428,OZ,,,,,,12/01/2017,,14,,,,,,,"","","39029",,,10,0,1403,209,2,C,,X
768206,59928,3938,.5,.0007805,.1561,3,OZ,,,,,,01/01/2017,,14,,,,,,,"","","39431",,,10,0,1402,282,9,C,,
4102527,59928,3938,.5,.0007805,.1561,3,OZ,,,,,,09/01/2017,,14,,,,,,,"","","39431",,,10,0,1403,251,2,C,,
4103081,52599,3849,42.8,12.5313692,29.2789,2.71,GA,40,A,40,A,1,05/13/2017,1800,14,M,09,S,34,E,20,"BP40","14171400015","",,G,14013,0,1401,5,2,A,14M09S34E20,
4103089,52675,264,87.8,1254.5989596,1428.9282,180,GA,160,A,160,A,1,06/02/2017,2200,14,M,09,S,34,E,21,"BP 160","14171400015","",,O,14013,0,1401,13,1,A,14M09S34E21,X
768289,56482,1601,43.8,26.1098808,59.6116,50,PT,60,A,50,A,1,03/03/2017,0800,14,M,13,S,35,E,17,"IC7","14171400013","",,G,23001,0,1401,54,7,B,14M13S35E17,
768272,56482,1601,43.8,8.8773402,20.2679,17,PT,17,A,17,A,1,03/04/2017,0800,14,M,09,S,34,E,20,"BP3","14171400013","",,G,23001,0,1401,24,13,B,14M09S34E20,
4102711,55814,2300,7.9,.1157982,1.4658,22,OZ,,,,,17,07/01/2017,,14,,,,,,,"","","PR6579",,,10,0,1403,414,1,C,,
4102801,55818,2300,7.9,.0293722,.3718,5.6,OZ,,,,,11,05/01/2017,,14,,,,,,,"","","39029",,,10,0,1403,1,1,C,,
768158,58498,4014,.0025,.00005,2,2,LB,,,,,1,04/01/2017,,14,,,,,,,"","","PR7268",,,10,0,1402,581,3,C,,
768100,58498,4014,.0025,.0001,4,64,OZ,,,,,,02/01/2017,,14,,,,,,,"","","39029",,,10,0,1402,326,2,C,,
4103085,63141,5133,82.4,305.4718792,370.7183,40,GA,160,A,160,A,1,05/16/2017,1800,14,M,09,S,34,E,21,"BP 160","14171400015","",,O,14013,0,1401,9,3,A,14M09S34E21,
768146,62647,3995,9.1,.0004914,.0054,.08,OZ,,,,,1,04/01/2017,,14,,,,,,,"","","PR7268",,,10,0,1402,569,7,C,,
4103008,51055,,,,43.1911,5,GA,128,A,126,A,1,08/14/2017,1435,14,M,06,S,37,E,02,"1","14171400321","",,G,23001,0,1402,9,3,B,14M06S37E02,
4102748,51268,5802,51,.002244,.0044,2,GR,,,,,1,09/01/2017,,14,,,,,,,"","","122663",,,30,20,1403,451,3,C,,
768149,51957,396,9.57,.00102399,.0107,.2,OZ,,,,,1,04/01/2017,,14,,,,,,,"","","PR7268",,,10,0,1402,572,9,C,,
4103025,46809,4000,37.5,3.375,9,144,OZ,48,A,48,A,1,10/25/2017,0800,14,M,09,S,34,E,29,"BP8","14171400119","",,G,14007,0,1402,26,2,B,14M09S34E29,
4102928,23441,,,,7.0154,112,OZ,,,,,,05/01/2017,,14,,,,,,,"","","00000CALTRANS",,,40,0,1403,165,3,C,,
4103026,46450,1855,41,80.013632,195.1552,80,QT,40,A,40,A,1,10/03/2017,0800,14,M,14,S,35,E,03,"6","14171400119","",,G,14007,0,1402,27,1,B,14M14S35E03,
4102591,46469,90486,.2,.0004474,.2237,4,OZ,,,,,1,11/01/2017,,14,,,,,,,"","","PR848",,,10,0,1403,501,8,C,,
4102591,46469,486,.8,.0017896,.2237,4,OZ,,,,,1,11/01/2017,,14,,,,,,,"","","PR848",,,10,0,1403,501,8,C,,
4102591,46469,396,1,.002237,.2237,4,OZ,,,,,1,11/01/2017,,14,,,,,,,"","","PR848",,,10,0,1403,501,8,C,,
4102552,34374,510,6,.001044,.0174,.27,OZ,,,,,,08/01/2017,,14,,,,,,,"","","PR4604",,,10,0,1403,239,2,C,,
768223,34351,3849,5,.006965,.1393,2,OZ,,,,,,03/01/2017,,14,,,,,,,"","","37264",,,30,0,1402,299,1,C,,
4102754,47023,510,.5,.0008395,.1679,3,OZ,,,,,1,09/01/2017,,14,,,,,,,"","","PR848",,,10,0,1403,457,8,C,,
4102802,46150,1626,21.7,17.467849,80.497,8.75,GA,,,,,,06/01/2017,,14,,,,,,,"","14171400056","",,,30,0,1403,38,4,C,,
4102904,33640,3010,.05,.00003125,.0625,1,OZ,,,,,,08/01/2017,,14,,,,,,,"","","37264",,,10,0,1403,141,4,C,,
1224751,43954,2288,.01,.0001,1,1,LB,,,,,,04/01/2017,,14,,,,,,,"","","37264",,,10,0,1401,19,4,C,,
4102497,43954,2288,.01,.0000125,.125,2,OZ,,,,,,11/01/2017,,14,,,,,,,"","","37264",,,10,0,1403,205,4,C,,
768102,32919,2244,9,.0234,.26,4.7,OZ,,,,,,02/01/2017,,14,,,,,,,"","","39431",,,10,0,1402,328,3,C,,
768216,34448,3010,4.75,.00651225,.1371,2,OZ,,,,,,03/01/2017,,14,,,,,,,"","","37264",,,10,0,1402,292,7,C,,
4102898,34448,3010,4.75,.02278575,.4797,7,OZ,,,,,,08/01/2017,,14,,,,,,,"","","37264",,,10,0,1403,135,7,C,,
768126,33371,2308,.27,.405,150,150,LB,,,,,8,02/01/2017,,14,,,,,,,"","","35126",,,30,0,1402,351,1,C,,
4102536,24026,618,99,13.86,14,14,LB,,,,,,09/01/2017,,14,,,,,,,"","","PR5096",,,10,0,1403,260,1,C,,
768259,2144,1871,25,14.994,59.976,60,PT,40,A,40,A,1,03/03/2017,1200,14,M,13,S,35,E,08,"IC3","14171400013","",,G,23001,0,1401,45,11,B,14M13S35E08,
768270,2144,1871,25,56.2275,224.91,225,PT,150,A,150,A,1,02/15/2017,1200,14,M,14,S,35,E,03,"SC2","14171400013","",,G,23001,0,1401,22,5,B,14M14S35E03,
768273,2144,1871,25,6.37245,25.4898,25.5,PT,17,A,17,A,1,03/04/2017,0800,14,M,09,S,34,E,20,"BP3","14171400013","",,G,23001,0,1401,25,14,B,14M09S34E20,
768288,34428,,,,3.6273,4,PT,58,A,20,A,1,03/15/2017,0800,14,M,12,S,34,E,10,"BR1","14171400013","",,G,23001,0,1401,53,34,B,14M12S34E10,
4102593,33477,,,,167.3705,22.5,GA,,,,,5,10/01/2017,,14,,,,,,,"","","139501",,,100,0,1403,467,2,C,,
4102854,35474,2170,60.45,.25491765,.4217,6,OZ,,,,,,08/01/2017,,14,,,,,,,"","","35126",,,30,0,1403,112,2,C,,
1224746,34015,618,99.8,79.84,80,80,LB,,,,,3,04/01/2017,,14,,,,,,,"","","PR5096",,,10,0,1401,14,1,C,,
4102626,46701,90486,5,11.77421,235.4842,4158.7,OZ,,,,,,07/01/2017,,14,,,,,,,"","141714311VC","",,,50,0,1403,536,1,C,,X
4102637,46701,510,5,.40005,8.001,141.3,OZ,,,,,,09/01/2017,,14,,,,,,,"","141714311VC","",,,50,0,1403,547,1,C,,
4102772,47595,5027,50,.4375,.875,14,OZ,,,,,,05/01/2017,,14,,,,,,,"","14171400056","",,,30,0,1403,9,8,C,,
4102953,37070,2223,.1,.0038656,3.8656,72,OZ,,,,,,10/01/2017,,14,,,,,,,"","","PR6688",,,10,0,1403,190,3,C,,
768117,30060,231,80,2,2.5,40,OZ,,,,,3,02/01/2017,,14,,,,,,,"","","PR6688",,,30,0,1402,343,3,C,,
4102808,55949,2345,11.3,.3940875,3.4875,50,OZ,,,,,,06/01/2017,,14,,,,,,,"","14171400056","",,,30,0,1403,45,5,C,,
768114,60257,2236,65,.528125,.8125,13,OZ,,,,,2,02/01/2017,,14,,,,,,,"","","38148",,,30,0,1402,340,2,C,,
768236,63536,3010,4.75,.075639,1.5924,23.38,OZ,,,,,,01/01/2017,,14,,,,,,,"","","39431",,,10,0,1402,276,7,C,,
1346505,63536,3010,4.75,.86705075,18.2537,268,OZ,,,,,,04/01/2017,,14,,,,,,,"","","39431",,,10,0,1402,12,8,C,,X
4102868,63536,3010,4.75,2.42256175,51.0013,5.85,GA,,,,,,07/01/2017,,14,,,,,,,"","","39431",,,10,0,1403,89,4,C,,X
4102549,63536,3010,4.75,.0363945,.7662,11.25,OZ,,,,,15,10/01/2017,,14,,,,,,,"","","PR7268",,,10,0,1403,471,1,C,,
4102556,63536,3010,4.75,35.820814,754.1224,86.5,GA,,,,,,09/01/2017,,14,,,,,,,"","","39431",,,10,0,1403,243,4,C,,X
4102671,63536,3010,4.75,.02102825,.4427,6.5,OZ,,,,,10,06/01/2017,,14,,,,,,,"","","PR7268",,,10,0,1403,382,1,C,,
4102839,64918,5331,.6,.0020388,.3398,5,OZ,,,,,,09/01/2017,,14,,,,,,,"","","PR6688",,,10,0,1403,103,3,C,,
1224714,64919,5331,.05,.00019525,.3905,5,OZ,,,,,,04/01/2017,,14,,,,,,,"","","PR6688",,,10,0,1401,58,7,C,,
768199,64919,5331,.05,.0000207,.0414,.53,OZ,,,,,,01/01/2017,,14,,,,,,,"","","39431",,,10,0,1402,274,2,C,,
4102785,64919,5331,.05,.1399673,279.9346,28,GA,,,,,,05/01/2017,,14,,,,,,,"","","39431",,,10,0,1403,22,2,C,,
4102901,64919,5331,.05,.00027335,.5467,7,OZ,,,,,,08/01/2017,,14,,,,,,,"","","37264",,,10,0,1403,138,1,C,,
768254,64941,,,,8.3983,8,PT,58,A,40,A,1,03/02/2017,0800,14,M,12,S,34,E,10,"BR1","14171400013","",,G,23001,0,1401,40,3,B,14M12S34E10,
4102647,68520,5331,20,.23612,1.1806,18.89,OZ,,,,,18,12/01/2017,,14,,,,,,,"","","PR848",,,10,0,1403,557,3,C,,
4102568,68520,5331,20,.02362,.1181,1.89,OZ,,,,,10,10/01/2017,,14,,,,,,,"","","PR848",,,10,0,1403,478,2,C,,
4102697,68520,5331,20,.0197,.0985,1.576,OZ,,,,,18,07/01/2017,,14,,,,,,,"","","PR848",,,10,0,1403,400,3,C,,
768278,51252,1929,38.7,113.6357775,293.6325,120,QT,60,A,60,A,1,03/04/2017,1000,14,M,09,S,34,E,21,"BP4","14171400013","",,G,23001,0,1401,30,19,B,14M09S34E21,
4102940,53007,,,,3.7489,64,OZ,,,,,,07/01/2017,,14,,,,,,,"","","00000CALTRANS",,,40,0,1403,177,2,C,,
4102783,64960,2254,.05,.00013275,.2655,3,OZ,,,,,,05/01/2017,,14,,,,,,,"","","PR5498",,,10,0,1403,20,4,C,,
4102886,64175,486,8,.0006,.0075,.114,OZ,,,,,,08/01/2017,,14,,,,,,,"","","PR5498",,,10,0,1403,123,1,C,,
4102498,64175,486,8,.000528,.0066,.1,OZ,,,,,,11/01/2017,,14,,,,,,,"","","PR5498",,,10,0,1403,206,1,C,,
768243,58635,5820,48.7,4.654746,9.558,108,OZ,,,,,16,04/01/2017,,14,,,,,,,"","","122663",,,30,20,1402,592,1,C,,
4102856,58635,5820,48.7,.086199,.177,2,OZ,,,,,,08/01/2017,,14,,,,,,,"","","35126",,,30,0,1403,114,4,C,,
4102674,53040,2739,57,.499491,.8763,15,OZ,,,,,1,06/01/2017,,14,,,,,,,"","","122663",,,30,20,1403,385,3,C,,
4102564,53137,1808,100,.25,.25,4,OZ,,,,,1,10/01/2017,,14,,,,,,,"","","PR7268",,,10,0,1403,474,6,C,,
4102578,50038,1855,41,2.890828,7.0508,.725,GA,,,,,1,10/01/2017,,14,,,,,,,"","","32458",,,40,0,1403,488,3,C,,
1224730,50121,225,.005,.00285,57,57,LB,,,,,3,04/01/2017,,14,,,,,,,"","","139501",,,100,0,1401,66,1,C,,
768168,50121,225,.005,.006,120,120,LB,,,,,1,01/01/2017,,14,,,,,,,"","","139501",,,40,0,1402,525,1,C,,X
4102584,50121,225,.005,.0005,10,10,LB,,,,,1,10/01/2017,,14,,,,,,,"","","139501",,,40,0,1403,494,1,C,,
4102580,55178,5928,40.6,.6115578,1.5063,20.3,OZ,,,,,1,10/01/2017,,14,,,,,,,"","","32458",,,40,0,1403,490,2,C,,
4102486,61600,510,.975,.0235365,2.414,43.8,OZ,,,,,,08/01/2017,,14,,,,,,,"","","PR4604",,,10,0,1403,236,3,C,,
768118,67108,5822,.25,.0025,1,16,OZ,,,,,5,02/01/2017,,14,,,,,,,"","","PR6688",,,10,0,1402,344,7,C,,
768229,67121,2223,.1,.0002575,.2575,5,OZ,,,,,,03/01/2017,,14,,,,,,,"","","39431",,,10,0,1402,305,5,C,,
4103004,56071,806,46.8,84.5717652,180.7089,150,PT,240,A,60,A,1,05/10/2017,0800,14,S,20,N,12,E,34,"2","14171400310","",,G,33008,0,1402,5,2,B,14S20N12E34,
768238,56944,769,99,.99,1,16,OZ,,,,,4,03/01/2017,,14,,,,,,,"","","PR6601",,,10,0,1402,313,4,C,,
4102729,56944,769,99,2.289375,2.3125,37,OZ,,,,,3,08/01/2017,,14,,,,,,,"","","PR848",,,10,0,1403,432,4,C,,
768213,49849,3995,9.1,.005005,.055,.8,OZ,,,,,2,01/01/2017,,14,,,,,,,"","","39029",,,10,0,1402,289,1,C,,
4102790,49849,3995,9.1,.0031304,.0344,.5,OZ,,,,,,05/01/2017,,14,,,,,,,"","","39431",,,10,0,1403,27,7,C,,
4102945,49849,3995,9.1,.0043771,.0481,.7,OZ,,,,,,11/01/2017,,14,,,,,,,"","","PR7105",,,10,0,1403,182,2,C,,
4102571,66124,2297,9.7,.0373547,.3851,5.72,OZ,,,,,21,10/01/2017,,14,,,,,,,"","","PR848",,,10,0,1403,481,5,C,,
4102546,58066,2257,28.7,6.3126798,21.9954,2.5,GA,,,,,1,10/01/2017,,14,,,,,,,"","","139501",,,100,0,1403,468,5,C,,
4102595,55424,5331,.6,.0007938,.1323,60,GR,,,,,5,11/01/2017,,14,,,,,,,"","","PR848",,,10,0,1403,504,2,C,,
4102932,55451,2143,75,.1875,.25,4,OZ,,,,,,05/01/2017,,14,,,,,,,"","","00000CALTRANS",,,40,0,1403,169,7,C,,
4102844,63833,2409,7.5,1680,22400,22400,LB,,,,,,09/01/2017,,14,,,,,,,"","","30370",,,50,0,1403,108,1,C,,X
768144,63555,,,,.0077,.1,OZ,,,,,1,04/01/2017,,14,,,,,,,"","","PR7268",,,10,0,1402,567,4,C,,
768153,63555,,,,.0077,.1,OZ,,,,,1,04/01/2017,,14,,,,,,,"","","PR7268",,,10,0,1402,576,7,C,,
4102788,65446,5331,.1,.2059509,205.9509,20,GA,,,,,,05/01/2017,,14,,,,,,,"","","39431",,,10,0,1403,25,10,C,,X
4102622,49172,3010,4.75,.03905925,.8223,12,OZ,,,,,,06/01/2017,,14,,,,,,,"","141714311VC","",,,50,0,1403,532,4,C,,
4102538,49172,3010,4.75,.0122075,.257,3.75,OZ,,,,,,09/01/2017,,14,,,,,,,"","","39029",,,10,0,1403,262,2,C,,
768234,50607,79,5.4,.049653,.9195,10.8,OZ,,,,,5,03/01/2017,,14,,,,,,,"","","PR6601",,,10,0,1402,310,2,C,,
4103007,51596,,,,153.2033,16.25,GA,128,A,126,A,1,08/14/2017,1435,14,M,06,S,37,E,02,"1","14171400321","",,G,23001,0,1402,8,2,B,14M06S37E02,
